CUSTOMER,STATE,GENDER,EDUCATION,INCOME,MONTHLY_PREMIUM_AUTO,POLICY_TYPE,VEHICLE_CLASS,TOTAL_CLAIM_AMOUNT
VC83809,California,M,Doctor,30817,$88.00,Personal Auto,Four-Door Car,$91.83
VL34577,Oregon,F,High School or Below,0,$72.00,Personal Auto,Two-Door Car,$345.60
QE12539,California,M,Doctor,40870,$105.00,Personal Auto,SUV,$504.00
YO15246,Nevada,M,High School or Below,35001,$96.00,Personal Auto,Four-Door Car,$460.80
WF73839,Arizona,F,College,49937,$64.00,Personal Auto,Two-Door Car,$302.59
TJ11671,Oregon,F,Bachelor,0,$109.00,Personal Auto,Four-Door Car,$523.20
SV34223,California,F,College,58317,$73.00,Personal Auto,Four-Door Car,$350.40
XD19546,California,F,High School or Below,0,$109.00,Personal Auto,SUV,$523.20
OY95739,Nevada,M,High School or Below,17101,$113.00,Corporate Auto,SUV,$542.40
SW57539,California,F,College,0,$118.00,Corporate Auto,SUV,$566.40
IA62027,Arizona,F,Bachelor,0,$65.00,Personal Auto,Four-Door Car,$468.00
FZ20933,Oregon,M,High School or Below,24398,$63.00,Personal Auto,Four-Door Car,$302.40
WR62597,Oregon,M,College,24641,$61.00,Corporate Auto,Four-Door Car,$294.93
KU61611,Arizona,M,High School or Below,69040,$108.00,Corporate Auto,Sports Car,$518.40
XW98867,Oregon,M,High School or Below,17101,$113.00,Personal Auto,SUV,$542.40
PP80817,California,F,High School or Below,59886,$104.00,Personal Auto,Sports Car,$71.73
DT77901,Oregon,F,Bachelor,14290,$271.00,Personal Auto,Luxury SUV,"$1,300.80"
DX34647,California,F,College,43137,$96.00,Personal Auto,Two-Door Car,$460.80
OD56551,Oregon,M,College,27978,$69.00,Personal Auto,Four-Door Car,$447.91
OO63074,California,F,Bachelor,25261,$118.00,Personal Auto,SUV,$566.40
EH24828,Nevada,M,College,58652,$64.00,Personal Auto,Four-Door Car,$307.20
CX99919,Nevada,F,College,28321,$111.00,Corporate Auto,SUV,$537.39
DG80424,Washington,F,College,77411,$67.00,Personal Auto,Four-Door Car,$257.90
NU32697,Oregon,M,College,0,$72.00,Corporate Auto,Four-Door Car,$518.40
PU98976,California,F,Bachelor,0,$88.00,Personal Auto,Four-Door Car,$633.60
ZR20842,Arizona,M,College,94415,$127.00,Personal Auto,Sports Car,$492.77
NF35573,Oregon,M,High School or Below,0,$103.00,Special Auto,SUV,"$1,149.20"
DF66914,Arizona,F,Bachelor,45331,$100.00,Personal Auto,SUV,$572.64
YM99866,Arizona,M,High School or Below,53904,$67.00,Personal Auto,Four-Door Car,$321.60
VH62084,California,M,High School or Below,0,$74.00,Personal Auto,Four-Door Car,$811.09
SE28250,Arizona,M,Bachelor,0,$70.00,Special Auto,Four-Door Car,$336.00
MD86050,Oregon,M,High School or Below,0,$67.00,Personal Auto,Four-Door Car,$482.40
GF17866,Oregon,M,College,28142,$105.00,Corporate Auto,Sports Car,$701.71
UB16654,Washington,M,Master,15680,"$6,464.00",Personal Auto,Four-Door Car,$260.88
KO44736,Oregon,M,Bachelor,35095,$73.00,Personal Auto,Two-Door Car,$525.60
KI55845,Oregon,F,College,55588,$114.00,Personal Auto,SUV,$547.20
JJ24476,Arizona,F,Master,52391,$71.00,Personal Auto,Two-Door Car,$409.76
VC68509,Oregon,F,Bachelor,42240,$79.00,Personal Auto,Four-Door Car,$46.39
QN62502,Oregon,F,Bachelor,70146,$96.00,Personal Auto,Four-Door Car,$157.44
EL92515,Oregon,F,College,41121,$94.00,Personal Auto,Four-Door Car,$451.20
VL84149,Oregon,F,College,71210,$214.00,Corporate Auto,Luxury Car,"$1,027.20"
JX19907,Oregon,M,Bachelor,0,$107.00,Corporate Auto,Two-Door Car,"$1,261.94"
BC66921,Nevada,F,High School or Below,41228,$71.00,Personal Auto,Four-Door Car,$340.80
RK24470,Washington,M,Bachelor,40113,$67.00,Corporate Auto,Two-Door Car,$262.05
GN80437,Oregon,F,College,0,$91.00,Special Auto,Four-Door Car,$596.05
AH65907,California,F,Bachelor,51790,$71.00,Personal Auto,Four-Door Car,$340.80
VG57728,California,M,High School or Below,92593,$68.00,Corporate Auto,Four-Door Car,$8.44
AF81450,California,M,High School or Below,28657,$100.00,Personal Auto,SUV,$588.74
YI28422,Oregon,M,High School or Below,30262,$98.00,Personal Auto,Four-Door Car,$499.23
GR26937,Oregon,F,Master,47197,$81.00,Corporate Auto,Four-Door Car,$76.11
BR99015,California,F,Bachelor,0,$94.00,Personal Auto,Four-Door Car,$451.20
PB11270,Oregon,F,Bachelor,0,$61.00,Personal Auto,Four-Door Car,$541.56
PZ89632,Oregon,F,High School or Below,0,$134.00,Personal Auto,SUV,$964.80
LV62981,Arizona,M,College,22093,$87.00,Corporate Auto,Two-Door Car,$616.75
AS97690,Arizona,M,College,54483,$61.00,Personal Auto,Two-Door Car,$292.80
SG32258,Arizona,F,College,18944,$63.00,Personal Auto,Four-Door Car,$125.27
MY80583,Oregon,F,Bachelor,84365,$66.00,Personal Auto,Four-Door Car,$316.80
WS57286,Arizona,M,College,0,$64.00,Personal Auto,Four-Door Car,$137.17
MF53477,California,F,High School or Below,25147,$101.00,Corporate Auto,SUV,$694.60
DQ28641,Nevada,M,High School or Below,14315,$71.00,Personal Auto,Four-Door Car,$511.20
EX46492,Arizona,F,Master,87864,$94.00,Personal Auto,Two-Door Car,$421.46
VW20823,California,M,High School or Below,57844,$85.00,Personal Auto,Four-Door Car,$408.00
LH26563,Oregon,F,High School or Below,17913,$116.00,Personal Auto,Four-Door Car,$556.80
FR56877,Arizona,F,High School or Below,28806,$99.00,Special Auto,Four-Door Car,$475.20
ZY99878,California,M,High School or Below,90343,$175.00,Personal Auto,SUV,$833.07
CS15289,Oregon,F,Master,79041,$199.00,Personal Auto,Luxury SUV,$419.26
MM49431,Washington,M,Bachelor,74069,$63.00,Personal Auto,Two-Door Car,$275.52
IA96447,California,M,College,85019,$167.00,Personal Auto,Sports Car,$801.60
PT32230,California,F,High School or Below,70059,$194.00,Personal Auto,Luxury SUV,$253.74
NK73719,California,F,College,70503,$164.00,Corporate Auto,SUV,$41.05
OH15771,California,M,Bachelor,0,$117.00,Personal Auto,SUV,$561.60
XP61034,Oregon,M,Bachelor,39492,$105.00,Personal Auto,SUV,$756.00
ZN34245,Arizona,M,College,0,$68.00,Corporate Auto,Four-Door Car,$489.60
FX55923,Arizona,M,Bachelor,50405,$70.00,Personal Auto,Four-Door Car,$7.07
ZZ83340,Oregon,F,Doctor,96021,$68.00,Personal Auto,Two-Door Car,$315.00
HA99340,Oregon,M,High School or Below,0,$65.00,Personal Auto,Two-Door Car,$422.95
LE43061,California,M,High School or Below,0,$105.00,Personal Auto,Four-Door Car,$756.00
UF77413,Oregon,M,College,65794,$69.00,Personal Auto,Four-Door Car,$277.27
UY45293,Oregon,M,Bachelor,21975,$95.00,Corporate Auto,Four-Door Car,$456.00
TH84309,California,M,High School or Below,0,$126.00,Personal Auto,SUV,$604.80
PZ94551,Oregon,F,Bachelor,56649,$125.00,Special Auto,SUV,$780.09
UE76013,Washington,F,Master,35984,$128.00,Personal Auto,SUV,$275.58
HS85465,California,M,Bachelor,92296,$69.00,Corporate Auto,Two-Door Car,$331.20
SI78985,Oregon,F,Bachelor,39448,$103.00,Personal Auto,Four-Door Car,$66.02
KF50730,California,F,Bachelor,71794,$131.00,Personal Auto,SUV,$457.47
JO13576,California,F,High School or Below,21861,$69.00,Personal Auto,Four-Door Car,$348.28
HJ79774,Oregon,F,College,31591,$72.00,Corporate Auto,Four-Door Car,$240.24
KI18648,Arizona,F,Bachelor,60662,$68.00,Special Auto,Two-Door Car,$326.40
EL99335,California,F,College,20608,$73.00,Personal Auto,Four-Door Car,$350.40
LE84979,California,F,Master,21331,$103.00,Personal Auto,SUV,$419.06
CE12380,Arizona,F,College,0,$66.00,Corporate Auto,Four-Door Car,$252.15
BJ22117,Washington,M,Master,53390,"$6,464.00",Personal Auto,Four-Door Car,$279.00
JF83834,Oregon,M,Doctor,36631,$62.00,Corporate Auto,Four-Door Car,$67.53
YN10988,California,M,High School or Below,0,$87.00,Personal Auto,Four-Door Car,$417.60
YX15941,Oregon,M,College,26030,$139.00,Corporate Auto,Sports Car,$667.20
ZB50601,Nevada,M,College,0,$70.00,Personal Auto,Four-Door Car,$469.49
HP50399,Nevada,M,Bachelor,0,$113.00,Personal Auto,SUV,$542.40
GC17585,Arizona,M,Bachelor,25302,$70.00,Personal Auto,Four-Door Car,$336.00
QW17286,Washington,F,Master,66030,$69.00,Personal Auto,Four-Door Car,$282.15
DO41287,Oregon,M,High School or Below,0,$82.00,Personal Auto,Four-Door Car,$590.40
GT54462,Arizona,M,Bachelor,73222,$180.00,Personal Auto,SUV,$821.52
BT76268,California,F,College,22061,$74.00,Personal Auto,Four-Door Car,$355.20
QM38267,Arizona,F,High School or Below,86321,$66.00,Personal Auto,Four-Door Car,$316.80
LP82042,Oregon,M,Bachelor,54668,$68.00,Personal Auto,Four-Door Car,$326.40
EF52978,Arizona,F,High School or Below,0,$62.00,Personal Auto,Four-Door Car,$297.60
GH54524,California,M,High School or Below,69497,$142.00,Personal Auto,SUV,$92.29
DP26592,Oregon,M,High School or Below,86617,$63.00,Personal Auto,Four-Door Car,$188.33
UP29839,Nevada,F,Master,22705,$239.00,Personal Auto,Luxury SUV,"$1,294.70"
IB80924,Washington,F,High School or Below,90783,$104.00,Personal Auto,SUV,$285.75
OB55054,Oregon,M,Bachelor,88410,$99.00,Corporate Auto,Four-Door Car,$475.20
NP91656,California,F,Bachelor,0,$69.00,Personal Auto,Four-Door Car,$496.80
SH74080,Oregon,F,College,21073,$106.00,Personal Auto,SUV,$508.80
KN25556,Arizona,F,College,0,$66.00,Personal Auto,Four-Door Car,$316.80
RB38792,Oregon,M,College,66429,$136.00,Personal Auto,Sports Car,$57.71
QR72180,California,F,Doctor,66889,$80.00,Personal Auto,Four-Door Car,$294.32
TW64385,California,M,Bachelor,36088,$72.00,Corporate Auto,Four-Door Car,$345.60
TM13955,Washington,M,Master,0,$80.00,Corporate Auto,Four-Door Car,$286.12
GF94951,Arizona,M,Bachelor,0,$68.00,Corporate Auto,Two-Door Car,$489.60
NF53775,California,F,College,17557,$96.00,Personal Auto,Four-Door Car,$666.72
YB58778,California,F,College,81064,$70.00,Personal Auto,Two-Door Car,$42.24
PH77560,Nevada,F,High School or Below,0,$66.00,Personal Auto,Four-Door Car,$700.33
ZO14864,Washington,F,Master,42526,$86.00,Personal Auto,Two-Door Car,$287.54
BI34376,California,F,Doctor,45703,$98.00,Personal Auto,Two-Door Car,$470.40
UQ63396,California,F,Bachelor,40036,$65.00,Personal Auto,Four-Door Car,$48.83
BR23201,California,M,Bachelor,0,$71.00,Personal Auto,Four-Door Car,$191.64
VH45094,Arizona,M,High School or Below,65870,$61.00,Personal Auto,Four-Door Car,$202.85
KD47243,California,F,Bachelor,91469,$100.00,Personal Auto,SUV,$418.86
MY13737,California,M,High School or Below,42090,$119.00,Corporate Auto,SUV,$203.35
OR48881,Oregon,F,Doctor,21368,$79.00,Corporate Auto,Four-Door Car,$4.61
BD77090,Washington,F,Bachelor,79090,$107.00,Personal Auto,SUV,$289.04
LW77178,Oregon,F,Bachelor,33879,$98.00,Corporate Auto,Two-Door Car,$470.40
BQ12347,Arizona,M,High School or Below,72874,$70.00,Special Auto,Four-Door Car,$336.00
FF61670,California,M,High School or Below,0,$82.00,Personal Auto,Four-Door Car,$393.60
PM61374,California,F,Bachelor,0,$110.00,Personal Auto,Two-Door Car,$550.83
BW25236,Arizona,M,College,72215,$66.00,Personal Auto,Four-Door Car,$247.91
XO22038,California,F,Bachelor,39854,$66.00,Corporate Auto,Two-Door Car,$261.93
QG51953,Oregon,M,College,36655,$61.00,Personal Auto,Four-Door Car,$295.22
SZ56338,Oregon,F,High School or Below,37995,$139.00,Personal Auto,SUV,$667.20
PX60116,California,F,High School or Below,40867,$112.00,Corporate Auto,Two-Door Car,$537.60
BW46202,Oregon,F,Bachelor,28804,$78.00,Personal Auto,Two-Door Car,$76.03
GW14109,California,F,High School or Below,48409,$124.00,Special Auto,SUV,$345.21
GP42026,California,M,High School or Below,19683,$117.00,Personal Auto,Sports Car,$561.60
DH41343,Washington,NA,College,92834,$61.00,Special Auto,Four-Door Car,$292.80
PY42157,Washington,F,High School or Below,62006,$61.00,Personal Auto,Four-Door Car,$292.80
OL36978,California,F,High School or Below,67241,$68.00,Personal Auto,Two-Door Car,$5.67
KT40899,California,M,High School or Below,75436,$78.00,Personal Auto,Four-Door Car,$9.75
WE60408,Arizona,F,College,91761,$109.00,Personal Auto,SUV,$779.05
LG64797,California,F,College,25771,$222.00,Personal Auto,Luxury SUV,"$1,253.98"
MD87746,Oregon,M,College,60920,$64.00,Personal Auto,Two-Door Car,$231.20
QP80741,Washington,F,College,0,$61.00,Corporate Auto,Four-Door Car,$292.80
WO59883,Washington,F,High School or Below,29822,$61.00,Personal Auto,Two-Door Car,$292.80
MU79385,Arizona,M,College,60944,$130.00,Personal Auto,SUV,$623.51
JH30384,California,F,High School or Below,22081,$84.00,Personal Auto,Two-Door Car,$451.67
LL45497,Washington,F,College,67282,$62.00,Personal Auto,Two-Door Car,$297.60
SK95364,California,F,College,0,$130.00,Personal Auto,SUV,$936.00
VG56765,Arizona,M,High School or Below,95697,$61.00,Personal Auto,Two-Door Car,$114.27
NE24371,Oregon,F,College,15300,$85.00,Personal Auto,Four-Door Car,$408.00
KR48903,Washington,M,High School or Below,88264,$62.00,Personal Auto,Two-Door Car,$297.60
ZF27999,Nevada,F,College,12902,$139.00,Personal Auto,Sports Car,$667.20
MH40017,Arizona,M,High School or Below,29809,$61.00,Personal Auto,Four-Door Car,$365.31
YJ99764,Nevada,M,High School or Below,0,$74.00,Personal Auto,Four-Door Car,$355.20
AG22225,Oregon,M,High School or Below,0,$96.00,Personal Auto,Four-Door Car,$460.80
ZJ26179,Oregon,M,Bachelor,25998,$71.00,Personal Auto,Four-Door Car,$791.88
VO36036,Oregon,F,Doctor,28248,$90.00,Personal Auto,Four-Door Car,$634.39
ZQ94281,California,F,College,68103,$82.00,Personal Auto,Two-Door Car,$277.80
CK40732,California,F,High School or Below,0,$103.00,Special Auto,Four-Door Car,$741.60
UT73461,Oregon,F,Doctor,81079,$111.00,Special Auto,SUV,$134.22
LT57320,Nevada,F,Master,22732,$62.00,Personal Auto,Four-Door Car,$15.62
BZ44726,Nevada,F,High School or Below,49825,$70.00,Corporate Auto,Two-Door Car,$336.00
VU32116,Oregon,F,College,0,$103.00,Personal Auto,SUV,$621.96
EG94326,Nevada,M,High School or Below,77265,$107.00,Personal Auto,SUV,$513.60
EJ43595,California,M,High School or Below,0,$72.00,Corporate Auto,Four-Door Car,$779.63
QI37869,California,M,College,12876,$107.00,Corporate Auto,Four-Door Car,$425.96
SX65826,Arizona,M,Bachelor,36431,$99.00,Personal Auto,Two-Door Car,$513.25
XO42145,Oregon,M,High School or Below,25927,$103.00,Personal Auto,SUV,$674.97
WJ74851,Nevada,F,Bachelor,26811,$72.00,Personal Auto,Two-Door Car,$465.76
IG68709,Oregon,F,High School or Below,41711,$90.00,Personal Auto,Four-Door Car,$351.29
AC75391,Arizona,F,College,35091,$74.00,Corporate Auto,Two-Door Car,$418.93
WO94087,Arizona,F,Bachelor,0,$87.00,Corporate Auto,Four-Door Car,$417.60
YJ69332,Oregon,F,High School or Below,22081,$84.00,Personal Auto,Two-Door Car,$451.67
WX87964,Washington,M,High School or Below,29560,$62.00,Personal Auto,Four-Door Car,$297.60
PD32641,Oregon,M,College,31320,$72.00,Personal Auto,Four-Door Car,$293.87
CK39096,Oregon,M,High School or Below,0,$153.00,Personal Auto,SUV,"$1,027.00"
QV19964,Oregon,M,Doctor,33947,$66.00,Personal Auto,Four-Door Car,$192.21
BF72793,California,F,High School or Below,0,$62.00,Personal Auto,Two-Door Car,$446.40
WB12017,California,F,College,21189,$66.00,Personal Auto,Two-Door Car,$316.80
JO17193,Washington,M,Bachelor,25905,$63.00,Personal Auto,Four-Door Car,$302.40
AY84441,Oregon,M,High School or Below,0,$114.00,Personal Auto,SUV,$820.80
JQ65500,Oregon,F,Bachelor,44988,$108.00,Corporate Auto,Two-Door Car,$518.40
OI29521,Oregon,F,College,33432,$90.00,Corporate Auto,Two-Door Car,$161.42
MJ51323,Oregon,F,Bachelor,46503,$215.00,Personal Auto,Luxury SUV,"$1,032.00"
QI64880,California,M,Bachelor,0,$101.00,Corporate Auto,SUV,$973.79
HV93429,Oregon,F,Master,23636,$65.00,Personal Auto,Four-Door Car,$81.45
TA89713,Oregon,M,College,66429,$136.00,Personal Auto,Sports Car,$57.71
OB98149,Washington,F,College,11417,$63.00,Personal Auto,Two-Door Car,$302.40
LE65901,Oregon,F,Bachelor,58082,$112.00,Personal Auto,SUV,$103.02
FF68864,Arizona,F,Bachelor,36523,$71.00,Personal Auto,Four-Door Car,$101.35
YX99200,Nevada,M,Bachelor,54710,$103.00,Personal Auto,Two-Door Car,$294.06
LZ26801,California,F,High School or Below,73466,$102.00,Personal Auto,SUV,$204.74
TA66375,Oregon,F,Bachelor,51643,$283.00,Corporate Auto,Luxury Car,"$1,358.40"
SC92090,Arizona,M,College,83846,$74.00,Personal Auto,Four-Door Car,$355.20
TK40018,Oregon,M,High School or Below,0,$169.00,Personal Auto,SUV,"$1,207.08"
ZD63451,California,M,Bachelor,53338,$63.00,Personal Auto,Four-Door Car,$35.45
AO98601,Washington,NA,Bachelor,54500,$63.00,Corporate Auto,Two-Door Car,$302.40
DT35588,Oregon,M,College,60475,$107.00,Personal Auto,Four-Door Car,$513.60
VF87723,California,M,College,30658,$89.00,Personal Auto,Four-Door Car,$441.76
QP69826,Arizona,M,Bachelor,0,$102.00,Corporate Auto,SUV,$660.43
UW37050,Oregon,F,Bachelor,60420,$248.00,Personal Auto,Luxury SUV,$632.94
UH62254,Oregon,M,Bachelor,0,$65.00,Personal Auto,Two-Door Car,$312.00
IA15979,Washington,M,College,40598,$91.00,Personal Auto,Four-Door Car,$302.79
DB71122,California,F,Doctor,15144,$90.00,Personal Auto,Four-Door Car,$372.65
TM14491,California,M,Bachelor,44428,$104.00,Personal Auto,SUV,$499.20
OY94707,California,M,College,58297,$97.00,Special Auto,Four-Door Car,$647.04
LN55080,Oregon,F,Bachelor,42191,$74.00,Special Auto,Two-Door Car,$68.65
TZ47750,Nevada,M,Master,26057,$74.00,Personal Auto,Four-Door Car,$523.89
SJ74501,Arizona,F,Bachelor,26608,$73.00,Personal Auto,Two-Door Car,$234.23
LE26899,California,M,Doctor,0,$63.00,Personal Auto,Four-Door Car,$272.84
ML34366,California,M,College,66429,$136.00,Personal Auto,Sports Car,$57.71
EI45850,California,F,Bachelor,25970,$72.00,Personal Auto,Four-Door Car,$430.82
LD75023,Oregon,M,High School or Below,48268,$223.00,Personal Auto,Luxury SUV,"$1,605.60"
JW12998,California,F,High School or Below,24279,$126.00,Personal Auto,Sports Car,$604.80
LP47259,Arizona,M,High School or Below,0,$121.00,Corporate Auto,Sports Car,$871.20
XD21246,Oregon,F,High School or Below,0,$128.00,Personal Auto,SUV,$921.60
DW59142,Nevada,F,High School or Below,71879,$64.00,Corporate Auto,Two-Door Car,$9.16
KX54900,Arizona,M,Doctor,57760,$78.00,Special Auto,Four-Door Car,$223.95
XV83643,California,M,College,20976,$129.00,Personal Auto,Sports Car,$735.68
XY33610,Washington,M,College,97750,$65.00,Personal Auto,Four-Door Car,$303.00
GK48045,Washington,F,College,73245,$68.00,Personal Auto,Four-Door Car,$305.12
ET79528,California,M,College,23008,$79.00,Personal Auto,Four-Door Car,$80.66
RA66180,Washington,F,High School or Below,33837,$72.00,Corporate Auto,Two-Door Car,$305.58
BC66536,Arizona,F,High School or Below,84869,$85.00,Corporate Auto,Four-Door Car,$408.00
PN22481,Oregon,M,College,0,$66.00,Corporate Auto,Two-Door Car,$316.80
XR95069,Washington,NA,Bachelor,29834,"$6,464.00",Personal Auto,Four-Door Car,$307.20
IF38438,Arizona,F,High School or Below,44695,$79.00,Personal Auto,Two-Door Car,$81.17
ZC62609,Oregon,F,High School or Below,0,$77.00,Personal Auto,Four-Door Car,$554.40
FD64348,Oregon,M,High School or Below,23046,$65.00,Personal Auto,Two-Door Car,$1.69
TA58285,Oregon,M,High School or Below,0,$73.00,Personal Auto,Two-Door Car,$392.95
WV66165,Oregon,F,High School or Below,84811,$111.00,Personal Auto,SUV,$278.28
YE27183,Oregon,M,Bachelor,0,$91.00,Corporate Auto,Four-Door Car,$436.80
TI47802,California,F,Master,0,$69.00,Personal Auto,Two-Door Car,$331.20
ZZ44902,Arizona,M,High School or Below,40117,$108.00,Personal Auto,Two-Door Car,$750.08
JD73594,Oregon,M,Bachelor,72140,$87.00,Personal Auto,Four-Door Car,$417.60
VW82067,Washington,F,Master,97131,"$6,464.00",Personal Auto,Four-Door Car,$307.20
JS55721,California,M,College,12495,$65.00,Personal Auto,Four-Door Car,$312.00
ZB62469,California,M,High School or Below,0,$67.00,Corporate Auto,Two-Door Car,$482.40
HZ74609,Oregon,F,Bachelor,0,$72.00,Personal Auto,Four-Door Car,$345.60
TJ76363,Arizona,F,Doctor,36495,$133.00,Corporate Auto,SUV,$229.93
QZ58370,Nevada,F,Bachelor,86801,$98.00,Personal Auto,Four-Door Car,$371.11
RF44930,California,M,College,52679,$62.00,Personal Auto,Four-Door Car,$118.00
VJ44100,California,M,Master,90804,$113.00,Personal Auto,Sports Car,$434.10
KN13494,Washington,F,Master,97131,"$6,464.00",Personal Auto,Four-Door Car,$307.20
NL80137,Oregon,F,College,14262,$90.00,Personal Auto,Four-Door Car,$290.43
NZ57065,Oregon,M,Bachelor,36844,$73.00,Personal Auto,Four-Door Car,$283.97
NM42917,Arizona,F,College,58703,$127.00,Personal Auto,SUV,$227.92
RR68322,Nevada,M,High School or Below,65162,$86.00,Personal Auto,Four-Door Car,$134.43
OF78862,Oregon,F,College,54964,$99.00,Personal Auto,Four-Door Car,$525.52
SC93784,Oregon,M,Bachelor,61401,$69.00,Personal Auto,Four-Door Car,$144.44
CM59084,Oregon,F,High School or Below,25147,$101.00,Corporate Auto,SUV,$694.60
QA41558,Oregon,F,Master,73536,$67.00,Personal Auto,Two-Door Car,$172.52
SD62061,Oregon,F,High School or Below,24860,$73.00,Personal Auto,Four-Door Car,$350.40
VP13613,California,M,Bachelor,65404,$99.00,Personal Auto,Four-Door Car,$300.70
HF96939,Oregon,M,High School or Below,34510,$81.00,Personal Auto,Four-Door Car,$388.80
DU18362,California,M,Bachelor,0,$108.00,Corporate Auto,Two-Door Car,$777.60
UG34438,Washington,F,College,44552,$137.00,Personal Auto,SUV,$311.10
XQ19793,Arizona,M,High School or Below,20993,$133.00,Personal Auto,SUV,$638.40
OB77084,Oregon,F,Bachelor,0,$61.00,Personal Auto,Two-Door Car,$292.80
LK74984,Washington,M,High School or Below,21190,$65.00,Personal Auto,Four-Door Car,$312.00
JE13986,Arizona,F,College,62587,$86.00,Personal Auto,Four-Door Car,$412.80
QR15221,Washington,F,High School or Below,22562,$65.00,Personal Auto,Two-Door Car,$312.00
LD49835,California,M,High School or Below,73345,$107.00,Personal Auto,SUV,$513.60
EK19337,Oregon,F,High School or Below,0,$83.00,Personal Auto,Four-Door Car,$989.11
GD55093,California,F,Master,22705,$239.00,Personal Auto,Luxury SUV,"$1,294.70"
RX19151,Washington,M,Bachelor,67137,$111.00,Personal Auto,SUV,$314.88
TJ30354,Oregon,F,Bachelor,22627,$67.00,Personal Auto,Four-Door Car,$321.60
TA75663,California,F,Master,38702,$101.00,Personal Auto,SUV,$253.36
WG15841,California,M,Bachelor,26790,$71.00,Personal Auto,Two-Door Car,$340.80
LO68739,Arizona,F,Bachelor,64859,$96.00,Personal Auto,Four-Door Car,$266.95
BE61743,Washington,M,Bachelor,86657,$103.00,Personal Auto,Sports Car,$316.23
EG56026,Nevada,F,High School or Below,69263,$81.00,Personal Auto,Two-Door Car,$494.85
VF21395,Oregon,M,Bachelor,82655,$66.00,Personal Auto,Two-Door Car,$316.80
SI11249,California,F,High School or Below,29401,$65.00,Personal Auto,Four-Door Car,$312.00
PU95227,Washington,M,Bachelor,22853,$87.00,Personal Auto,Four-Door Car,$316.36
VO87785,Arizona,F,College,26480,$63.00,Personal Auto,Two-Door Car,$378.70
FS29897,Oregon,F,High School or Below,0,$61.00,Personal Auto,Four-Door Car,$292.80
JG36165,California,M,Bachelor,0,$83.00,Personal Auto,Two-Door Car,$904.39
SJ42058,Oregon,F,High School or Below,73268,$84.00,Personal Auto,Four-Door Car,$93.62
CU13711,Oregon,F,Doctor,95579,$67.00,Personal Auto,Four-Door Car,$308.63
GT65065,Oregon,F,Master,42142,$112.00,Personal Auto,Sports Car,$396.18
LO77543,Washington,M,College,72302,$66.00,Special Auto,Two-Door Car,$316.80
UQ85283,California,M,Bachelor,41279,$115.00,Personal Auto,Sports Car,$251.43
QA49556,Washington,M,Master,23401,$66.00,Personal Auto,Four-Door Car,$316.80
GE29173,Nevada,M,Bachelor,0,$128.00,Corporate Auto,SUV,"$1,448.99"
DF21541,Arizona,F,College,23170,$71.00,Personal Auto,Four-Door Car,$340.80
JL59571,Oregon,F,Bachelor,17343,$63.00,Corporate Auto,Two-Door Car,$208.66
DF94525,Oregon,M,College,25854,$68.00,Personal Auto,Four-Door Car,$396.28
YO58424,Oregon,M,College,46900,$66.00,Corporate Auto,Four-Door Car,$316.80
